Customer ID,Full Name,Date of Purchase,Age,State,REGION,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0306,Alabo Cortez,Mar-25,80,Katsina,North West,Mobile SIM Card,Male,4,Very Good,28,2.5GB 2-Day Plan,?900.00,9,"?8,100.00",109.86,Yes,Costly Data Plans
CUST0307,Chinedu Hoffman,Feb-25,67,Zamfara,North West,Mobile SIM Card,Female,2,Fair,50,20GB Monthly Plan,"?7,500.00",7,"?52,500.00",130.62,No,
CUST0308,Sarah Flores,Feb-25,47,Imo,South East,Broadband MiFi,Male,3,Good,18,60GB Monthly Broadband Plan,"?14,500.00",7,"?101,500.00",73.37,No,
CUST0308,Sarah Flores,Feb-25,47,Imo,South East,Mobile SIM Card,Male,3,Good,18,7GB Monthly Plan,"?3,500.00",1,"?3,500.00",69.23,No,
CUST0308,Sarah Flores,Feb-25,47,Imo,South East,4G Router,Male,3,Good,18,25GB Monthly Plan,"?9,000.00",12,"?108,000.00",34.27,No,
CUST0309,Alabo Guerra,Feb-25,34,Nasarawa,North Central,Broadband MiFi,Male,2,Fair,60,30GB Monthly Broadband Plan,"?9,000.00",8,"?72,000.00",148.05,No,
CUST0310,Obinna Ballard,Jan-25,52,Lagos,South West,5G Broadband Router,Female,3,Good,45,60GB Monthly Broadband Plan,"?14,500.00",7,"?101,500.00",148.13,No,
CUST0311,Fatima Freeman,Jan-25,49,Taraba,North East,Broadband MiFi,Male,4,Very Good,45,30GB Monthly Broadband Plan,"?9,000.00",20,"?180,000.00",57.16,No,
CUST0311,Fatima Freeman,Jan-25,49,Taraba,North East,4G Router,Male,4,Very Good,45,25GB Monthly Plan,"?9,000.00",1,"?9,000.00",11.09,No,
CUST0311,Fatima Freeman,Jan-25,49,Taraba,North East,Mobile SIM Card,Male,4,Very Good,45,3.2GB 2-Day Plan,"?1,000.00",9,"?9,000.00",78.03,No,
CUST0312,Ejiro Barker,Feb-25,29,Kano,North West,Broadband MiFi,Female,2,Fair,56,120GB Monthly Broadband Plan,"?24,000.00",6,"?144,000.00",106.55,No,
CUST0312,Ejiro Barker,Feb-25,29,Kano,North West,4G Router,Female,2,Fair,56,10GB+10mins Monthly Plan,"?4,500.00",15,"?67,500.00",100.38,No,
CUST0312,Ejiro Barker,Feb-25,29,Kano,North West,5G Broadband Router,Female,2,Fair,56,30GB Monthly Broadband Plan,"?9,000.00",17,"?153,000.00",8.43,No,
CUST0313,Maryam Hernandez,Feb-25,58,Yobe,North East,5G Broadband Router,Female,1,Poor,48,120GB Monthly Broadband Plan,"?24,000.00",17,"?408,000.00",47.62,No,
CUST0313,Maryam Hernandez,Feb-25,58,Yobe,North East,Mobile SIM Card,Female,1,Poor,48,1GB+1.5mins Daily Plan,?500.00,9,"?4,500.00",162.47,No,
CUST0314,Omamuzo King,Mar-25,19,Akwa Ibom,South South,Mobile SIM Card,Male,4,Very Good,10,500MB Daily Plan,?350.00,19,"?6,650.00",83.76,No,
CUST0315,Obinna Anderson,Feb-25,70,Abia,South East,4G Router,Female,2,Fair,29,10GB+10mins Monthly Plan,"?4,500.00",5,"?22,500.00",86.3,No,
CUST0315,Obinna Anderson,Feb-25,70,Abia,South East,Broadband MiFi,Female,2,Fair,29,120GB Monthly Broadband Plan,"?24,000.00",11,"?264,000.00",183.46,No,
CUST0315,Obinna Anderson,Feb-25,70,Abia,South East,Mobile SIM Card,Female,2,Fair,29,3.2GB 2-Day Plan,"?1,000.00",4,"?4,000.00",111.69,No,
CUST0316,Shehu Rogers,Mar-25,56,Plateau,North Central,Mobile SIM Card,Male,4,Very Good,49,1GB+1.5mins Daily Plan,?500.00,7,"?3,500.00",30.82,No,
CUST0316,Shehu Rogers,Mar-25,56,Plateau,North Central,5G Broadband Router,Male,4,Very Good,49,150GB FUP Monthly Unlimited,"?20,000.00",1,"?20,000.00",26.74,No,
CUST0317,Zainab Shaw,Jan-25,45,Osun,South West,4G Router,Male,3,Good,44,165GB Monthly Plan,"?35,000.00",12,"?420,000.00",142.55,Yes,Better Offers from Competitors
CUST0317,Zainab Shaw,Jan-25,45,Osun,South West,5G Broadband Router,Male,3,Good,44,300GB FUP Monthly Unlimited,"?30,000.00",16,"?480,000.00",170.5,Yes,Better Offers from Competitors
CUST0318,John Martinez,Jan-25,33,Abuja (FCT),North Central,5G Broadband Router,Male,4,Very Good,15,450GB 3-Month Broadband Plan,"?75,000.00",7,"?525,000.00",44.9,No,
CUST0319,Fatima Powell,Feb-25,24,Enugu,South East,Mobile SIM Card,Female,3,Good,56,20GB Monthly Plan,"?7,500.00",20,"?150,000.00",155.35,No,
CUST0320,Omamuzo Perez,Jan-25,56,Kebbi,North West,4G Router,Male,4,Very Good,34,165GB Monthly Plan,"?35,000.00",2,"?70,000.00",196.77,No,
CUST0321,Omamuzo Schwartz,Feb-25,22,Benue,North Central,Mobile SIM Card,Female,3,Good,29,20GB Monthly Plan,"?7,500.00",2,"?15,000.00",59.24,No,
CUST0321,Omamuzo Schwartz,Feb-25,22,Benue,North Central,Broadband MiFi,Female,3,Good,29,120GB Monthly Broadband Plan,"?24,000.00",15,"?360,000.00",180.78,No,
CUST0322,Alabo Jackson,Feb-25,27,Zamfara,North West,Broadband MiFi,Male,4,Very Good,12,60GB Monthly Broadband Plan,"?14,500.00",7,"?101,500.00",118.27,No,
CUST0322,Alabo Jackson,Feb-25,27,Zamfara,North West,Mobile SIM Card,Male,4,Very Good,12,12.5GB Monthly Plan,"?5,500.00",11,"?60,500.00",18.49,No,
CUST0323,Amina Nguyen,Feb-25,31,Katsina,North West,4G Router,Male,3,Good,46,165GB Monthly Plan,"?35,000.00",6,"?210,000.00",9.26,Yes,High Call Tarriffs
CUST0323,Amina Nguyen,Feb-25,31,Katsina,North West,Mobile SIM Card,Male,3,Good,46,7GB Monthly Plan,"?3,500.00",5,"?17,500.00",113.32,Yes,High Call Tarriffs
CUST0324,Amina Taylor,Mar-25,34,Enugu,South East,5G Broadband Router,Male,3,Good,27,300GB FUP Monthly Unlimited,"?30,000.00",5,"?150,000.00",23.95,No,
CUST0324,Amina Taylor,Mar-25,34,Enugu,South East,Mobile SIM Card,Male,3,Good,27,500MB Daily Plan,?350.00,9,"?3,150.00",1.2,No,
CUST0325,Tunde Terry,Jan-25,74,Yobe,North East,4G Router,Female,5,Excellent,35,165GB Monthly Plan,"?35,000.00",15,"?525,000.00",91.02,No,
CUST0326,Chinedu Krueger,Feb-25,16,Imo,South East,Mobile SIM Card,Female,1,Poor,40,2.5GB 2-Day Plan,?900.00,20,"?18,000.00",133.57,Yes,Poor Network
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,North West,4G Router,Male,2,Fair,7,65GB Monthly Plan,"?16,000.00",10,"?160,000.00",19.08,Yes,Costly Data Plans
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,North West,Mobile SIM Card,Male,2,Fair,7,7GB Monthly Plan,"?3,500.00",13,"?45,500.00",74.03,Yes,Costly Data Plans
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,North West,5G Broadband Router,Male,2,Fair,7,150GB FUP Monthly Unlimited,"?20,000.00",18,"?360,000.00",151.81,Yes,Costly Data Plans
CUST0328,Kunle Liu,Mar-25,53,Taraba,North East,4G Router,Male,3,Good,8,65GB Monthly Plan,"?16,000.00",17,"?272,000.00",22.31,No,
CUST0328,Kunle Liu,Mar-25,53,Taraba,North East,5G Broadband Router,Male,3,Good,8,150GB FUP Monthly Unlimited,"?20,000.00",20,"?400,000.00",96.99,No,
CUST0328,Kunle Liu,Mar-25,53,Taraba,North East,Broadband MiFi,Male,3,Good,8,300GB FUP Monthly Unlimited,"?30,000.00",11,"?330,000.00",85.7,No,
CUST0329,Saidu Anderson,Feb-25,61,Borno,North East,4G Router,Female,4,Very Good,34,10GB+10mins Monthly Plan,"?4,500.00",1,"?4,500.00",0.82,No,
CUST0329,Saidu Anderson,Feb-25,61,Borno,North East,5G Broadband Router,Female,4,Very Good,34,1.5TB Yearly Broadband Plan,"?150,000.00",4,"?600,000.00",125.28,No,
CUST0329,Saidu Anderson,Feb-25,61,Borno,North East,Mobile SIM Card,Female,4,Very Good,34,500MB Daily Plan,?350.00,14,"?4,900.00",160.01,No,
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,South South,5G Broadband Router,Female,1,Poor,36,120GB Monthly Broadband Plan,"?24,000.00",18,"?432,000.00",60.41,No,
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,South South,4G Router,Female,1,Poor,36,25GB Monthly Plan,"?9,000.00",4,"?36,000.00",153.52,No,
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,South South,Broadband MiFi,Female,1,Poor,36,300GB FUP Monthly Unlimited,"?30,000.00",19,"?570,000.00",68.6,No,
CUST0331,Funke Francis,Mar-25,38,Benue,North Central,4G Router,Female,4,Very Good,54,165GB Monthly Plan,"?35,000.00",15,"?525,000.00",31.5,No,
CUST0332,David Ward,Jan-25,58,Sokoto,North West,5G Broadband Router,Female,5,Excellent,60,60GB Monthly Broadband Plan,"?14,500.00",11,"?159,500.00",115.69,Yes,High Call Tarriffs
CUST0332,David Ward,Jan-25,58,Sokoto,North West,Mobile SIM Card,Female,5,Excellent,60,7GB Monthly Plan,"?3,500.00",5,"?17,500.00",13.71,Yes,High Call Tarriffs
CUST0332,David Ward,Jan-25,58,Sokoto,North West,Broadband MiFi,Female,5,Excellent,60,300GB FUP Monthly Unlimited,"?30,000.00",11,"?330,000.00",168.23,Yes,High Call Tarriffs
CUST0333,Omamuzo Miller,Jan-25,37,Jigawa,North West,Broadband MiFi,Male,3,Good,39,60GB Monthly Broadband Plan,"?14,500.00",8,"?116,000.00",17.82,No,
CUST0333,Omamuzo Miller,Jan-25,37,Jigawa,North West,4G Router,Male,3,Good,39,25GB Monthly Plan,"?9,000.00",10,"?90,000.00",90.66,No,
CUST0334,Fatima Carter,Jan-25,54,Enugu,South East,Broadband MiFi,Male,2,Fair,24,120GB Monthly Broadband Plan,"?24,000.00",11,"?264,000.00",31.24,No,
CUST0334,Fatima Carter,Jan-25,54,Enugu,South East,4G Router,Male,2,Fair,24,165GB Monthly Plan,"?35,000.00",17,"?595,000.00",146.62,No,
CUST0335,Maryam Patterson,Feb-25,57,Plateau,North Central,Mobile SIM Card,Male,2,Fair,53,16.5GB+10mins Monthly Plan,"?6,500.00",10,"?65,000.00",23.61,No,
CUST0335,Maryam Patterson,Feb-25,57,Plateau,North Central,5G Broadband Router,Male,2,Fair,53,30GB Monthly Broadband Plan,"?9,000.00",20,"?180,000.00",137.57,No,
CUST0336,Chinedu Reynolds,Mar-25,58,Sokoto,North West,4G Router,Male,1,Poor,7,10GB+10mins Monthly Plan,"?4,500.00",9,"?40,500.00",38.91,No,
CUST0336,Chinedu Reynolds,Mar-25,58,Sokoto,North West,Mobile SIM Card,Male,1,Poor,7,16.5GB+10mins Monthly Plan,"?6,500.00",15,"?97,500.00",64.17,No,
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,North Central,Broadband MiFi,Male,1,Poor,18,120GB Monthly Broadband Plan,"?24,000.00",5,"?120,000.00",64.04,No,
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,North Central,Mobile SIM Card,Male,1,Poor,18,1GB+1.5mins Daily Plan,?500.00,6,"?3,000.00",115.03,No,
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,North Central,4G Router,Male,1,Poor,18,65GB Monthly Plan,"?16,000.00",11,"?176,000.00",62.62,No,
CUST0338,David Crosby,Feb-25,72,Oyo,South West,Mobile SIM Card,Male,1,Poor,2,20GB Monthly Plan,"?7,500.00",20,"?150,000.00",36.21,Yes,Poor Network
CUST0339,Alabo Davis,Feb-25,61,Abia,South East,4G Router,Female,5,Excellent,53,165GB Monthly Plan,"?35,000.00",10,"?350,000.00",19.9,Yes,Better Offers from Competitors
CUST0339,Alabo Davis,Feb-25,61,Abia,South East,Broadband MiFi,Female,5,Excellent,53,60GB Monthly Broadband Plan,"?14,500.00",8,"?116,000.00",94.37,Yes,Better Offers from Competitors
CUST0340,Obinna Thomas,Mar-25,49,Gombe,North East,Broadband MiFi,Female,3,Good,12,60GB Monthly Broadband Plan,"?14,500.00",16,"?232,000.00",23.02,No,
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,South South,Broadband MiFi,Female,5,Excellent,39,300GB FUP Monthly Unlimited,"?30,000.00",13,"?390,000.00",106.78,Yes,Better Offers from Competitors
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,South South,4G Router,Female,5,Excellent,39,165GB Monthly Plan,"?35,000.00",8,"?280,000.00",48.1,Yes,Better Offers from Competitors
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,South South,Mobile SIM Card,Female,5,Excellent,39,16.5GB+10mins Monthly Plan,"?6,500.00",16,"?104,000.00",32.22,Yes,Better Offers from Competitors
CUST0342,Omamuzo Holmes,Feb-25,24,Bayelsa,South South,4G Router,Male,4,Very Good,53,65GB Monthly Plan,"?16,000.00",19,"?304,000.00",148,No,
CUST0342,Omamuzo Holmes,Feb-25,24,Bayelsa,South South,Broadband MiFi,Male,4,Very Good,53,60GB Monthly Broadband Plan,"?14,500.00",20,"?290,000.00",23.31,No,
CUST0343,Zina Diaz,Mar-25,57,Anambra,South East,Mobile SIM Card,Female,4,Very Good,12,2.5GB 2-Day Plan,?900.00,5,"?4,500.00",18.56,Yes,Poor Network
CUST0343,Zina Diaz,Mar-25,57,Anambra,South East,4G Router,Female,4,Very Good,12,65GB Monthly Plan,"?16,000.00",5,"?80,000.00",151.54,Yes,Poor Network
CUST0343,Zina Diaz,Mar-25,57,Anambra,South East,5G Broadband Router,Female,4,Very Good,12,1.5TB Yearly Broadband Plan,"?150,000.00",13,"?1,950,000.00",106.49,Yes,Poor Network
CUST0344,Alabo Baker,Mar-25,41,Ondo,South West,Broadband MiFi,Female,4,Very Good,20,30GB Monthly Broadband Plan,"?9,000.00",17,"?153,000.00",122.49,No,
CUST0344,Alabo Baker,Mar-25,41,Ondo,South West,5G Broadband Router,Female,4,Very Good,20,450GB 3-Month Broadband Plan,"?75,000.00",10,"?750,000.00",169.6,No,
CUST0345,Sade Mercer,Mar-25,63,Oyo,South West,4G Router,Male,1,Poor,46,165GB Monthly Plan,"?35,000.00",13,"?455,000.00",140.59,No,
CUST0346,Ese Harper,Feb-25,64,Kebbi,North West,Mobile SIM Card,Female,2,Fair,28,7GB Monthly Plan,"?3,500.00",5,"?17,500.00",168.07,No,
CUST0347,Abubakar Mcknight,Jan-25,32,Borno,North East,Mobile SIM Card,Male,2,Fair,5,3.2GB 2-Day Plan,"?1,000.00",14,"?14,000.00",27.88,No,
CUST0347,Abubakar Mcknight,Jan-25,32,Borno,North East,Broadband MiFi,Male,2,Fair,5,60GB Monthly Broadband Plan,"?14,500.00",20,"?290,000.00",178.77,No,
CUST0348,Boma Anderson,Feb-25,39,Sokoto,North West,Mobile SIM Card,Female,4,Very Good,36,2.5GB 2-Day Plan,?900.00,8,"?7,200.00",115.8,No,
CUST0349,Michael Smith,Jan-25,50,Kogi,North Central,Broadband MiFi,Female,5,Excellent,3,60GB Monthly Broadband Plan,"?14,500.00",3,"?43,500.00",192.37,No,
CUST0349,Michael Smith,Jan-25,50,Kogi,North Central,5G Broadband Router,Female,5,Excellent,3,300GB FUP Monthly Unlimited,"?30,000.00",17,"?510,000.00",146.17,No,
CUST0350,Zainab Compton,Jan-25,75,Bauchi,North East,Broadband MiFi,Male,2,Fair,34,120GB Monthly Broadband Plan,"?24,000.00",11,"?264,000.00",11.03,No,
CUST0350,Zainab Compton,Jan-25,75,Bauchi,North East,5G Broadband Router,Male,2,Fair,34,30GB Monthly Broadband Plan,"?9,000.00",17,"?153,000.00",94.04,No,
CUST0350,Zainab Compton,Jan-25,75,Bauchi,North East,4G Router,Male,2,Fair,34,165GB Monthly Plan,"?35,000.00",11,"?385,000.00",115.01,No,
CUST0351,Ibim Mills,Jan-25,61,Cross River,South South,5G Broadband Router,Female,5,Excellent,11,300GB FUP Monthly Unlimited,"?30,000.00",10,"?300,000.00",114.79,No,
CUST0351,Ibim Mills,Jan-25,61,Cross River,South South,Broadband MiFi,Female,5,Excellent,11,120GB Monthly Broadband Plan,"?24,000.00",16,"?384,000.00",5.95,No,
CUST0351,Ibim Mills,Jan-25,61,Cross River,South South,4G Router,Female,5,Excellent,11,65GB Monthly Plan,"?16,000.00",3,"?48,000.00",25.8,No,
CUST0352,Zainab Rivera,Mar-25,48,Borno,North East,4G Router,Female,1,Poor,18,165GB Monthly Plan,"?35,000.00",6,"?210,000.00",74.27,No,
CUST0352,Zainab Rivera,Mar-25,48,Borno,North East,5G Broadband Router,Female,1,Poor,18,120GB Monthly Broadband Plan,"?24,000.00",8,"?192,000.00",156.61,No,
CUST0352,Zainab Rivera,Mar-25,48,Borno,North East,Broadband MiFi,Female,1,Poor,18,60GB Monthly Broadband Plan,"?14,500.00",17,"?246,500.00",36.57,No,
CUST0353,Bola Patterson,Feb-25,59,Katsina,North West,Mobile SIM Card,Male,4,Very Good,39,12.5GB Monthly Plan,"?5,500.00",6,"?33,000.00",145.34,No,
CUST0353,Bola Patterson,Feb-25,59,Katsina,North West,Broadband MiFi,Male,4,Very Good,39,150GB FUP Monthly Unlimited,"?20,000.00",12,"?240,000.00",115.76,No,
CUST0354,Sade Brown,Feb-25,49,Delta,South South,4G Router,Male,4,Very Good,11,165GB Monthly Plan,"?35,000.00",5,"?175,000.00",95.18,No,
CUST0354,Sade Brown,Feb-25,49,Delta,South South,Mobile SIM Card,Male,4,Very Good,11,16.5GB+10mins Monthly Plan,"?6,500.00",1,"?6,500.00",174.12,No,
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,North West,5G Broadband Router,Female,1,Poor,34,200GB Monthly Broadband Plan,"?25,000.00",4,"?100,000.00",54.43,No,
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,North West,4G Router,Female,1,Poor,34,25GB Monthly Plan,"?9,000.00",13,"?117,000.00",131.04,No,
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,North West,Mobile SIM Card,Female,1,Poor,34,12.5GB Monthly Plan,"?5,500.00",8,"?44,000.00",154.74,No,
CUST0356,Bala Gibson,Jan-25,59,Enugu,South East,Mobile SIM Card,Female,1,Poor,36,3.2GB 2-Day Plan,"?1,000.00",15,"?15,000.00",105.29,No,
CUST0357,Oghene Winters,Jan-25,44,Cross River,South South,4G Router,Female,1,Poor,13,65GB Monthly Plan,"?16,000.00",4,"?64,000.00",141.76,No,
CUST0358,Chinedu Smith,Jan-25,32,Jigawa,North West,Broadband MiFi,Male,2,Fair,58,300GB FUP Monthly Unlimited,"?30,000.00",11,"?330,000.00",153.99,Yes,Fast Data Consumption
CUST0358,Chinedu Smith,Jan-25,32,Jigawa,North West,5G Broadband Router,Male,2,Fair,58,120GB Monthly Broadband Plan,"?24,000.00",3,"?72,000.00",32.81,Yes,Fast Data Consumption
CUST0358,Chinedu Smith,Jan-25,32,Jigawa,North West,4G Router,Male,2,Fair,58,25GB Monthly Plan,"?9,000.00",13,"?117,000.00",155.53,Yes,Fast Data Consumption
CUST0359,Omamuzo Juarez,Mar-25,58,Oyo,South West,4G Router,Female,2,Fair,53,165GB Monthly Plan,"?35,000.00",16,"?560,000.00",36.1,No,
CUST0359,Omamuzo Juarez,Mar-25,58,Oyo,South West,5G Broadband Router,Female,2,Fair,53,150GB FUP Monthly Unlimited,"?20,000.00",14,"?280,000.00",29.2,No,
CUST0360,Fatima Webb,Jan-25,29,Nasarawa,North Central,Mobile SIM Card,Female,1,Poor,7,12.5GB Monthly Plan,"?5,500.00",1,"?5,500.00",30.2,Yes,High Call Tarriffs
CUST0360,Fatima Webb,Jan-25,29,Nasarawa,North Central,Broadband MiFi,Female,1,Poor,7,30GB Monthly Broadband Plan,"?9,000.00",9,"?81,000.00",133.09,Yes,High Call Tarriffs
CUST0361,Obinna Andrews,Feb-25,58,Kebbi,North West,Broadband MiFi,Male,4,Very Good,33,30GB Monthly Broadband Plan,"?9,000.00",16,"?144,000.00",77.19,No,
CUST0361,Obinna Andrews,Feb-25,58,Kebbi,North West,5G Broadband Router,Male,4,Very Good,33,150GB FUP Monthly Unlimited,"?20,000.00",12,"?240,000.00",113.67,No,
CUST0361,Obinna Andrews,Feb-25,58,Kebbi,North West,Mobile SIM Card,Male,4,Very Good,33,7GB Monthly Plan,"?3,500.00",13,"?45,500.00",136.53,No,
CUST0362,Sade Donaldson,Feb-25,27,Gombe,North East,Broadband MiFi,Female,3,Good,6,60GB Monthly Broadband Plan,"?14,500.00",10,"?145,000.00",132.32,No,
CUST0363,Omamuzo Alexander,Feb-25,29,Ekiti,South West,4G Router,Female,2,Fair,6,165GB Monthly Plan,"?35,000.00",18,"?630,000.00",78.06,Yes,Poor Customer Service
CUST0364,Maryam Harmon,Jan-25,79,Adamawa,North East,Broadband MiFi,Female,3,Good,2,150GB FUP Monthly Unlimited,"?20,000.00",17,"?340,000.00",161.52,Yes,Better Offers from Competitors
CUST0364,Maryam Harmon,Jan-25,79,Adamawa,North East,4G Router,Female,3,Good,2,165GB Monthly Plan,"?35,000.00",18,"?630,000.00",188.05,Yes,Better Offers from Competitors
CUST0364,Maryam Harmon,Jan-25,79,Adamawa,North East,Mobile SIM Card,Female,3,Good,2,1.5GB 2-Day Plan,?600.00,8,"?4,800.00",148.34,Yes,Better Offers from Competitors
CUST0365,Kunle Myers,Jan-25,20,Plateau,North Central,Broadband MiFi,Female,4,Very Good,42,30GB Monthly Broadband Plan,"?9,000.00",2,"?18,000.00",34.86,No,
CUST0365,Kunle Myers,Jan-25,20,Plateau,North Central,Mobile SIM Card,Female,4,Very Good,42,1GB+1.5mins Daily Plan,?500.00,4,"?2,000.00",164.24,No,
CUST0365,Kunle Myers,Jan-25,20,Plateau,North Central,5G Broadband Router,Female,4,Very Good,42,1.5TB Yearly Broadband Plan,"?150,000.00",19,"?2,850,000.00",122.44,No,
CUST0366,Kunle Brady,Feb-25,29,Delta,South South,5G Broadband Router,Female,1,Poor,39,450GB 3-Month Broadband Plan,"?75,000.00",19,"?1,425,000.00",65.18,No,
CUST0366,Kunle Brady,Feb-25,29,Delta,South South,Mobile SIM Card,Female,1,Poor,39,16.5GB+10mins Monthly Plan,"?6,500.00",7,"?45,500.00",27.9,No,
CUST0367,Bola Carpenter,Mar-25,38,Bayelsa,South South,5G Broadband Router,Male,2,Fair,8,300GB FUP Monthly Unlimited,"?30,000.00",19,"?570,000.00",88.01,No,
CUST0368,Bola Meadows,Feb-25,33,Anambra,South East,Broadband MiFi,Female,1,Poor,50,30GB Monthly Broadband Plan,"?9,000.00",3,"?27,000.00",36.29,No,
CUST0369,Abubakar Rodriguez,Feb-25,69,Taraba,North East,4G Router,Male,3,Good,14,65GB Monthly Plan,"?16,000.00",16,"?256,000.00",119.46,No,
CUST0369,Abubakar Rodriguez,Feb-25,69,Taraba,North East,Broadband MiFi,Male,3,Good,14,120GB Monthly Broadband Plan,"?24,000.00",10,"?240,000.00",190.08,No,
CUST0370,Oghene Bush,Jan-25,69,Lagos,South West,5G Broadband Router,Male,5,Excellent,13,1.5TB Yearly Broadband Plan,"?150,000.00",7,"?1,050,000.00",154.18,No,
CUST0370,Oghene Bush,Jan-25,69,Lagos,South West,Mobile SIM Card,Male,5,Excellent,13,1GB+1.5mins Daily Plan,?500.00,4,"?2,000.00",11.09,No,
CUST0370,Oghene Bush,Jan-25,69,Lagos,South West,Broadband MiFi,Male,5,Excellent,13,150GB FUP Monthly Unlimited,"?20,000.00",16,"?320,000.00",137.21,No,
CUST0371,Grace Wilkerson,Mar-25,38,Abuja (FCT),North Central,Mobile SIM Card,Male,3,Good,4,3.2GB 2-Day Plan,"?1,000.00",18,"?18,000.00",148.21,Yes,Costly Data Plans
CUST0371,Grace Wilkerson,Mar-25,38,Abuja (FCT),North Central,Broadband MiFi,Male,3,Good,4,150GB FUP Monthly Unlimited,"?20,000.00",1,"?20,000.00",32.03,Yes,Costly Data Plans
CUST0372,Grace Salas,Feb-25,30,Kaduna,North West,4G Router,Male,5,Excellent,47,25GB Monthly Plan,"?9,000.00",4,"?36,000.00",46.4,No,
CUST0372,Grace Salas,Feb-25,30,Kaduna,North West,5G Broadband Router,Male,5,Excellent,47,200GB Monthly Broadband Plan,"?25,000.00",8,"?200,000.00",45.94,No,
CUST0373,Ibim Adams,Feb-25,41,Jigawa,North West,4G Router,Male,5,Excellent,5,165GB Monthly Plan,"?35,000.00",12,"?420,000.00",36.02,No,
CUST0373,Ibim Adams,Feb-25,41,Jigawa,North West,Broadband MiFi,Male,5,Excellent,5,150GB FUP Monthly Unlimited,"?20,000.00",7,"?140,000.00",91.82,No,
CUST0374,Oghene Oliver,Jan-25,50,Benue,North Central,Mobile SIM Card,Female,5,Excellent,9,12.5GB Monthly Plan,"?5,500.00",11,"?60,500.00",83.94,Yes,Poor Customer Service
CUST0375,Nura Oconnell,Feb-25,53,Abuja (FCT),North Central,Mobile SIM Card,Male,1,Poor,37,12.5GB Monthly Plan,"?5,500.00",14,"?77,000.00",56.19,No,
CUST0375,Nura Oconnell,Feb-25,53,Abuja (FCT),North Central,Broadband MiFi,Male,1,Poor,37,150GB FUP Monthly Unlimited,"?20,000.00",14,"?280,000.00",49.94,No,
CUST0375,Nura Oconnell,Feb-25,53,Abuja (FCT),North Central,4G Router,Male,1,Poor,37,10GB+10mins Monthly Plan,"?4,500.00",19,"?85,500.00",178.42,No,
CUST0376,Obinna Miller,Feb-25,16,Kogi,North Central,Mobile SIM Card,Male,5,Excellent,3,3.2GB 2-Day Plan,"?1,000.00",8,"?8,000.00",90.76,Yes,Relocation
CUST0377,Chinedu Christian,Mar-25,17,Kogi,North Central,Mobile SIM Card,Male,3,Good,9,1GB+1.5mins Daily Plan,?500.00,15,"?7,500.00",32.78,Yes,Poor Network
CUST0378,Funke Carlson,Feb-25,74,Sokoto,North West,Mobile SIM Card,Male,2,Fair,56,2.5GB 2-Day Plan,?900.00,3,"?2,700.00",172.15,No,
CUST0378,Funke Carlson,Feb-25,74,Sokoto,North West,5G Broadband Router,Male,2,Fair,56,450GB 3-Month Broadband Plan,"?75,000.00",11,"?825,000.00",178.74,No,
CUST0379,Sarah Woods,Mar-25,20,Cross River,South South,Broadband MiFi,Female,5,Excellent,49,120GB Monthly Broadband Plan,"?24,000.00",2,"?48,000.00",176.23,No,
CUST0380,Michael Jacobs,Mar-25,62,Oyo,South West,5G Broadband Router,Male,4,Very Good,25,150GB FUP Monthly Unlimited,"?20,000.00",7,"?140,000.00",112.37,No,
CUST0380,Michael Jacobs,Mar-25,62,Oyo,South West,Broadband MiFi,Male,4,Very Good,25,150GB FUP Monthly Unlimited,"?20,000.00",8,"?160,000.00",196.26,No,
CUST0381,David Murphy,Feb-25,30,Taraba,North East,Mobile SIM Card,Male,3,Good,49,2.5GB 2-Day Plan,?900.00,12,"?10,800.00",13.14,No,
CUST0381,David Murphy,Feb-25,30,Taraba,North East,4G Router,Male,3,Good,49,165GB Monthly Plan,"?35,000.00",17,"?595,000.00",97.5,No,
CUST0382,Ifeanyi Cooper,Mar-25,76,Adamawa,North East,Broadband MiFi,Female,1,Poor,29,60GB Monthly Broadband Plan,"?14,500.00",10,"?145,000.00",179.64,Yes,Fast Data Consumption
CUST0383,Kunle Manning,Feb-25,29,Abuja (FCT),North Central,Broadband MiFi,Female,4,Very Good,8,120GB Monthly Broadband Plan,"?24,000.00",16,"?384,000.00",186.38,Yes,Poor Customer Service
